Benchmark,Device,Device Name,Key,Word,BlockBits,NumInputs,FilterSizeMB,PatternBitsPerWord,Skipped,FalsePositiveRate,PatternBits,HBWPeak,L2HitRate,Samples,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Elem/s (elem/sec)
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,256,20,No,1.0109e-05,160,0.010114779140017882,0.16082597199253365,2,11,1.272435522,0.00010696057978600164,1.272423583984375,0.00010690438036629608,785901811.7761323
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,512,20,No,9.547e-06,160,0.012041035101624782,0.11716905679700869,2,11,1.2724552070909092,0.00010046755211661106,1.2724418612393469,0.00010064247352725003,785890523.1442237
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,1024,20,No,9.834e-06,160,0.01305322651465949,0.10307177556464127,2,11,1.2724646606363637,9.96677343485005e-05,1.272451837713068,9.977508177329583e-05,785884361.4837824
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,2048,20,No,9.948e-06,160,0.01355229603655816,0.09663761983686354,2,11,1.2724561167272728,0.00010184903562819722,1.2724436590021304,0.00010180826801260252,785889412.804505
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,1,1,No,1.433e-06,16,0.00322187926985701,0.8200800265264209,2,11,0.3687179225454545,9.82769965355005e-06,0.36870726429332396,9.488264540567845e-06,2712178730.5076065
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,2,1,No,1.411e-06,16,0.003223083038838159,0.8281057303274898,2,11,0.3686913551818182,3.27016406664653e-05,0.36868028952858667,3.227544553276658e-05,2712377169.0606265
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,4,1,No,1.475e-06,16,0.0032239216507888037,0.8312470316067028,2,11,0.3686802027272728,1.3217726479606658e-05,0.36866973599520597,1.4911105019444169e-05,2712454813.521779
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,8,1,No,1.414e-06,16,0.0032260886602576257,0.8323557975590312,2,11,0.36871435363636357,0.00027039394664276424,0.36870373812588775,0.00027028843452078376,2712204668.9381995
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,16,1,No,1.499e-06,16,0.0032319820585396653,0.8329549087781551,2,11,0.3687166126363637,0.000259680041620244,0.3687059464888139,0.0002596057861242609,2712188424.1981945
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,32,1,No,1.526e-06,16,0.003245989699271301,0.8321056739649622,2,11,0.36872194354545457,0.0002620978859726421,0.3687116088867187,0.00026235809027880843,2712146772.431121
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,64,1,No,1.504e-06,16,0.007711384255081614,0.6532982941574024,2,11,0.371253516909091,2.922388363295166e-05,0.3712427062988281,2.8276187221408246e-05,2693655614.058206
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,128,1,No,1.43e-06,16,0.022504090687162616,0.35978631050481946,2,11,0.3751731070909091,1.1820248701414003e-05,0.37516114390980104,1.0299624381201436e-05,2665521246.6257625
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,256,1,No,1.393e-06,16,0.03414560684403804,0.21743814490678326,2,11,0.3763831175454545,0.0002562732082692027,0.3763733270818537,0.0002564774733134592,2656936419.361407
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,512,1,No,1.509e-06,16,0.04061373404600619,0.15799962413346677,2,11,0.37686801972727274,0.00025644097185767315,0.3768580128062855,0.0002569146332533105,2653519272.5596237
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,1024,1,No,1.446e-06,16,0.04396766521831755,0.13520445869806252,2,11,0.37708111481818185,0.0002535448863249955,0.3770712418989702,0.00025373788593992735,2652018740.4478145
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,512,1000000000,2048,1,No,1.509e-06,16,0.04566635745671709,0.12569988976447047,2,11,0.37719025472727274,0.00026124840890086234,0.3771804643110796,0.0002604228284755407,2651250779.4551363
